Segment Info
Segment Name,121
Recording Name,记录002
Subject Name,被试002
Start Time(s),304.1690501
End Time(s),306.6660131

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,7,0.104,0.001,0.055,0.0148571428571429
2,Blink,1,0.147,0.147,0.147,0.147
3,Fixation,7,1.92,0.062,0.71,0.274285714285714
4,Saccades,12,0.326,0.005,0.1,0.0271666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,304.169,304.402,0.233
2,Saccades,304.402,304.459,0.057
3,Null,304.459,304.514,0.055
4,Saccades,304.514,304.519,0.005
5,Null,304.519,304.525,0.006
6,Saccades,304.525,304.562,0.037
7,Fixation,304.562,304.73,0.168
8,Saccades,304.73,304.767,0.037
9,Fixation,304.767,305.149,0.382
10,Saccades,305.149,305.17,0.021
11,Fixation,305.17,305.88,0.71
12,Saccades,305.88,305.885,0.005
13,Null,305.885,305.887,0.002
14,Saccades,305.887,305.987,0.1
15,Fixation,305.987,306.049,0.062
16,Saccades,306.049,306.065,0.016
17,Null,306.065,306.085,0.02
18,Saccades,306.085,306.09,0.005
19,Fixation,306.09,306.199,0.109
20,Saccades,306.199,306.212,0.013
21,Null,306.212,306.222,0.01
22,Blink,306.222,306.369,0.147
23,Null,306.369,306.379,0.01
24,Saccades,306.379,306.389,0.01
25,Null,306.389,306.39,0.001
26,Saccades,306.39,306.41,0.02
27,Fixation,306.41,306.666,0.256
