Segment Info
Segment Name,85
Recording Name,记录002
Subject Name,被试002
Start Time(s),213.638806
End Time(s),216.1408114

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.055,0.001,0.016,0.00611111111111111
2,Blink,1,0.1,0.1,0.1,0.1
3,Fixation,6,2.165,0.175,0.833,0.360833333333333
4,Saccades,13,0.182,0.002,0.043,0.014

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,213.638,213.978,0.34
2,Saccades,213.978,214.021,0.043
3,Fixation,214.021,214.196,0.175
4,Saccades,214.196,214.238,0.042
5,Fixation,214.238,215.071,0.833
6,Saccades,215.071,215.085,0.014
7,Null,215.085,215.086,0.001
8,Saccades,215.086,215.096,0.01
9,Null,215.096,215.106,0.01
10,Blink,215.106,215.206,0.1
11,Null,215.206,215.216,0.01
12,Saccades,215.216,215.221,0.005
13,Null,215.221,215.223,0.002
14,Saccades,215.223,215.226,0.003
15,Null,215.226,215.23,0.004
16,Saccades,215.23,215.245,0.015
17,Null,215.245,215.246,0.001
18,Saccades,215.246,215.25,0.004
19,Null,215.25,215.266,0.016
20,Saccades,215.266,215.275,0.009
21,Null,215.275,215.276,0.001
22,Saccades,215.276,215.303,0.027
23,Fixation,215.303,215.578,0.275
24,Saccades,215.578,215.58,0.002
25,Fixation,215.58,215.86,0.28
26,Saccades,215.86,215.863,0.003
27,Null,215.863,215.873,0.01
28,Saccades,215.873,215.878,0.005
29,Fixation,215.878,216.14,0.262
