Segment Info
Segment Name,89
Recording Name,记录001
Subject Name,被试001
Start Time(s),223.4887217
End Time(s),225.9840812

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,8,0.074,0.001,0.021,0.00925
2,Blink,2,0.248,0.089,0.159,0.124
3,Fixation,9,1.808,0.011,0.301,0.200888888888889
4,Saccades,14,0.366,0.003,0.057,0.0261428571428571

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,223.488,223.556,0.068
2,Saccades,223.556,223.598,0.042
3,Fixation,223.598,223.848,0.25
4,Saccades,223.848,223.881,0.033
5,Fixation,223.881,224.04,0.159
6,Saccades,224.04,224.058,0.018
7,Fixation,224.058,224.301,0.243
8,Saccades,224.301,224.345,0.044
9,Fixation,224.345,224.616,0.271
10,Saccades,224.616,224.636,0.02
11,Null,224.636,224.646,0.01
12,Blink,224.646,224.735,0.089
13,Null,224.735,224.745,0.01
14,Saccades,224.745,224.77,0.025
15,Null,224.77,224.791,0.021
16,Saccades,224.791,224.805,0.014
17,Null,224.805,224.806,0.001
18,Saccades,224.806,224.811,0.005
19,Null,224.811,224.818,0.007
20,Saccades,224.818,224.828,0.01
21,Null,224.828,224.833,0.005
22,Saccades,224.833,224.836,0.003
23,Null,224.836,224.846,0.01
24,Blink,224.846,225.005,0.159
25,Null,225.005,225.015,0.01
26,Saccades,225.015,225.031,0.016
27,Fixation,225.031,225.296,0.265
28,Saccades,225.296,225.323,0.027
29,Fixation,225.323,225.563,0.24
30,Saccades,225.563,225.62,0.057
31,Fixation,225.62,225.921,0.301
32,Saccades,225.921,225.973,0.052
33,Fixation,225.973,225.984,0.011
