Segment Info
Segment Name,135
Recording Name,记录002
Subject Name,被试001
Start Time(s),278.1334451
End Time(s),280.2201712

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.074,0.01,0.034,0.0148
2,Blink,2,0.249,0.091,0.158,0.1245
3,Fixation,8,1.389,0.054,0.297,0.173625
4,Saccades,10,0.375,0.002,0.078,0.0375

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,278.133,278.187,0.054
2,Saccades,278.187,278.243,0.056
3,Fixation,278.243,278.395,0.152
4,Saccades,278.395,278.43,0.035
5,Fixation,278.43,278.517,0.087
6,Saccades,278.517,278.527,0.01
7,Null,278.527,278.537,0.01
8,Blink,278.537,278.695,0.158
9,Null,278.695,278.705,0.01
10,Saccades,278.705,278.707,0.002
11,Fixation,278.707,278.865,0.158
12,Saccades,278.865,278.942,0.077
13,Fixation,278.942,279.05,0.108
14,Saccades,279.05,279.073,0.023
15,Fixation,279.073,279.37,0.297
16,Saccades,279.37,279.448,0.078
17,Fixation,279.448,279.723,0.275
18,Saccades,279.723,279.773,0.05
19,Null,279.773,279.807,0.034
20,Saccades,279.807,279.822,0.015
21,Null,279.822,279.832,0.01
22,Blink,279.832,279.923,0.091
23,Null,279.923,279.933,0.01
24,Saccades,279.933,279.962,0.029
25,Fixation,279.962,280.22,0.258
