Segment Info
Segment Name,209
Recording Name,记录002
Subject Name,被试002
Start Time(s),525.4307402
End Time(s),527.9409604

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,22,0.441,0.002,0.05,0.0200454545454545
2,Fixation,5,1.699,0.073,0.956,0.3398
3,Saccades,26,0.37,0.001,0.063,0.0142307692307692

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,525.43,525.582,0.152
2,Saccades,525.582,525.645,0.063
3,Null,525.645,525.654,0.009
4,Saccades,525.654,525.712,0.058
5,Null,525.712,525.739,0.027
6,Saccades,525.739,525.742,0.003
7,Null,525.742,525.764,0.022
8,Saccades,525.764,525.779,0.015
9,Null,525.779,525.787,0.008
10,Saccades,525.787,525.799,0.012
11,Null,525.799,525.819,0.02
12,Saccades,525.819,525.82,0.001
13,Null,525.82,525.844,0.024
14,Saccades,525.844,525.892,0.048
15,Null,525.892,525.899,0.007
16,Saccades,525.899,525.907,0.008
17,Fixation,525.907,526.107,0.2
18,Saccades,526.107,526.154,0.047
19,Fixation,526.154,526.472,0.318
20,Saccades,526.472,526.519,0.047
21,Fixation,526.519,527.475,0.956
22,Saccades,527.475,527.479,0.004
23,Null,527.479,527.517,0.038
24,Saccades,527.517,527.52,0.003
25,Null,527.52,527.53,0.01
26,Saccades,527.53,527.54,0.01
27,Null,527.54,527.55,0.01
28,Saccades,527.55,527.552,0.002
29,Fixation,527.552,527.625,0.073
30,Saccades,527.625,527.632,0.007
31,Null,527.632,527.645,0.013
32,Saccades,527.645,527.647,0.002
33,Null,527.647,527.649,0.002
34,Saccades,527.649,527.65,0.001
35,Null,527.65,527.667,0.017
36,Saccades,527.667,527.67,0.003
37,Null,527.67,527.68,0.01
38,Saccades,527.68,527.685,0.005
39,Null,527.685,527.705,0.02
40,Saccades,527.705,527.714,0.009
41,Null,527.714,527.754,0.04
42,Saccades,527.754,527.755,0.001
43,Null,527.755,527.8,0.045
44,Saccades,527.8,527.802,0.002
45,Null,527.802,527.804,0.002
46,Saccades,527.804,527.805,0.001
47,Null,527.805,527.855,0.05
48,Saccades,527.855,527.859,0.004
49,Null,527.859,527.864,0.005
50,Saccades,527.864,527.865,0.001
51,Null,527.865,527.897,0.032
52,Saccades,527.897,527.91,0.013
53,Null,527.91,527.94,0.03
