Segment Info
Segment Name,169
Recording Name,记录002
Subject Name,被试002
Start Time(s),424.855412
End Time(s),427.3625298

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,12,0.217,0.002,0.06,0.0180833333333333
2,Fixation,11,1.84,0.043,0.448,0.167272727272727
3,Saccades,22,0.45,0.001,0.1,0.0204545454545455

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,424.855,424.898,0.043
2,Saccades,424.898,424.955,0.057
3,Null,424.955,424.971,0.016
4,Saccades,424.971,424.973,0.002
5,Fixation,424.973,425.165,0.192
6,Saccades,425.165,425.233,0.068
7,Null,425.233,425.24,0.007
8,Saccades,425.24,425.245,0.005
9,Fixation,425.245,425.356,0.111
10,Saccades,425.356,425.358,0.002
11,Fixation,425.358,425.806,0.448
12,Saccades,425.806,425.876,0.07
13,Null,425.876,425.878,0.002
14,Saccades,425.878,425.978,0.1
15,Fixation,425.978,426.048,0.07
16,Saccades,426.048,426.06,0.012
17,Null,426.06,426.086,0.026
18,Saccades,426.086,426.088,0.002
19,Null,426.088,426.09,0.002
20,Saccades,426.09,426.091,0.001
21,Fixation,426.091,426.351,0.26
22,Saccades,426.351,426.358,0.007
23,Null,426.358,426.365,0.007
24,Saccades,426.365,426.368,0.003
25,Fixation,426.368,426.571,0.203
26,Saccades,426.571,426.583,0.012
27,Null,426.583,426.591,0.008
28,Saccades,426.591,426.596,0.005
29,Fixation,426.596,426.681,0.085
30,Saccades,426.681,426.683,0.002
31,Null,426.683,426.685,0.002
32,Saccades,426.685,426.688,0.003
33,Null,426.688,426.695,0.007
34,Saccades,426.695,426.698,0.003
35,Null,426.698,426.736,0.038
36,Saccades,426.736,426.738,0.002
37,Null,426.738,426.798,0.06
38,Saccades,426.798,426.8,0.002
39,Fixation,426.8,426.978,0.178
40,Saccades,426.978,426.988,0.01
41,Null,426.988,427.03,0.042
42,Saccades,427.03,427.11,0.08
43,Fixation,427.11,427.201,0.091
44,Saccades,427.201,427.203,0.002
45,Fixation,427.203,427.362,0.159
