Segment Info
Segment Name,148
Recording Name,记录001
Subject Name,被试001
Start Time(s),371.4895274
End Time(s),373.9884589

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,10,0.055,0.001,0.01,0.0055
2,Blink,2,0.227,0.11,0.117,0.1135
3,Fixation,9,1.814,0.072,0.508,0.201555555555556
4,Saccades,16,0.403,0.002,0.067,0.0251875

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,371.489,371.579,0.09
2,Saccades,371.579,371.599,0.02
3,Null,371.599,371.6,0.001
4,Saccades,371.6,371.602,0.002
5,Fixation,371.602,371.777,0.175
6,Saccades,371.777,371.844,0.067
7,Fixation,371.844,371.944,0.1
8,Saccades,371.944,371.994,0.05
9,Fixation,371.994,372.502,0.508
10,Saccades,372.502,372.539,0.037
11,Fixation,372.539,372.779,0.24
12,Saccades,372.779,372.827,0.048
13,Fixation,372.827,372.997,0.17
14,Saccades,372.997,373.054,0.057
15,Fixation,373.054,373.284,0.23
16,Saccades,373.284,373.287,0.003
17,Null,373.287,373.297,0.01
18,Blink,373.297,373.414,0.117
19,Null,373.414,373.424,0.01
20,Saccades,373.424,373.452,0.028
21,Null,373.452,373.459,0.007
22,Saccades,373.459,373.467,0.008
23,Null,373.467,373.47,0.003
24,Saccades,373.47,373.485,0.015
25,Fixation,373.485,373.557,0.072
26,Saccades,373.557,373.559,0.002
27,Null,373.559,373.56,0.001
28,Saccades,373.56,373.579,0.019
29,Null,373.579,373.58,0.001
30,Saccades,373.58,373.585,0.005
31,Null,373.585,373.595,0.01
32,Blink,373.595,373.705,0.11
33,Null,373.705,373.715,0.01
34,Saccades,373.715,373.742,0.027
35,Null,373.742,373.744,0.002
36,Saccades,373.744,373.759,0.015
37,Fixation,373.759,373.988,0.229
