Segment Info
Segment Name,284
Recording Name,记录002
Subject Name,被试002
Start Time(s),714.0405485
End Time(s),716.5506587

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.053,0.001,0.02,0.0106
2,Blink,1,0.082,0.082,0.082,0.082
3,Fixation,9,1.952,0.147,0.33,0.216888888888889
4,Saccades,12,0.423,0.003,0.057,0.03525

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Null,714.04,714.047,0.007
2,Blink,714.047,714.129,0.082
3,Null,714.129,714.139,0.01
4,Saccades,714.139,714.179,0.04
5,Null,714.179,714.18,0.001
6,Saccades,714.18,714.2,0.02
7,Null,714.2,714.22,0.02
8,Saccades,714.22,714.232,0.012
9,Fixation,714.232,714.382,0.15
10,Saccades,714.382,714.429,0.047
11,Fixation,714.429,714.582,0.153
12,Saccades,714.582,714.637,0.055
13,Fixation,714.637,714.825,0.188
14,Saccades,714.825,714.882,0.057
15,Null,714.882,714.897,0.015
16,Saccades,714.897,714.9,0.003
17,Fixation,714.9,715.17,0.27
18,Saccades,715.17,715.194,0.024
19,Fixation,715.194,715.355,0.161
20,Saccades,715.355,715.399,0.044
21,Fixation,715.399,715.662,0.263
22,Saccades,715.662,715.697,0.035
23,Fixation,715.697,715.987,0.29
24,Saccades,715.987,716.02,0.033
25,Fixation,716.02,716.167,0.147
26,Saccades,716.167,716.22,0.053
27,Fixation,716.22,716.55,0.33
