Segment Info
Segment Name,155
Recording Name,记录001
Subject Name,被试002
Start Time(s),386.5040048
End Time(s),389.0038965

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,11,0.079,0.002,0.025,0.00718181818181818
2,Blink,1,0.195,0.195,0.195,0.195
3,Fixation,5,1.878,0.168,0.545,0.3756
4,Saccades,13,0.347,0.002,0.061,0.0266923076923077

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,386.504,386.672,0.168
2,Saccades,386.672,386.73,0.058
3,Null,386.73,386.737,0.007
4,Saccades,386.737,386.757,0.02
5,Fixation,386.757,387.107,0.35
6,Saccades,387.107,387.158,0.051
7,Null,387.158,387.168,0.01
8,Saccades,387.168,387.173,0.005
9,Fixation,387.173,387.518,0.345
10,Saccades,387.518,387.565,0.047
11,Null,387.565,387.567,0.002
12,Saccades,387.567,387.628,0.061
13,Null,387.628,387.632,0.004
14,Saccades,387.632,387.678,0.046
15,Null,387.678,387.703,0.025
16,Saccades,387.703,387.705,0.002
17,Null,387.705,387.708,0.003
18,Saccades,387.708,387.71,0.002
19,Null,387.71,387.713,0.003
20,Saccades,387.713,387.715,0.002
21,Null,387.715,387.718,0.003
22,Saccades,387.718,387.73,0.012
23,Null,387.73,387.732,0.002
24,Saccades,387.732,387.753,0.021
25,Fixation,387.753,388.223,0.47
26,Saccades,388.223,388.243,0.02
27,Null,388.243,388.253,0.01
28,Blink,388.253,388.448,0.195
29,Null,388.448,388.458,0.01
30,Fixation,388.458,389.003,0.545
