Segment Info
Segment Name,73
Recording Name,记录002
Subject Name,被试002
Start Time(s),183.4614265
End Time(s),185.9682824

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,6,0.048,0.003,0.019,0.008
2,Fixation,10,1.888,0.064,0.359,0.1888
3,Saccades,15,0.571,0.002,0.076,0.0380666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,183.461,183.82,0.359
2,Saccades,183.82,183.875,0.055
3,Null,183.875,183.894,0.019
4,Saccades,183.894,183.897,0.003
5,Fixation,183.897,184.054,0.157
6,Saccades,184.054,184.105,0.051
7,Fixation,184.105,184.347,0.242
8,Saccades,184.347,184.392,0.045
9,Fixation,184.392,184.532,0.14
10,Saccades,184.532,184.604,0.072
11,Null,184.604,184.609,0.005
12,Saccades,184.609,184.637,0.028
13,Fixation,184.637,184.879,0.242
14,Saccades,184.879,184.945,0.066
15,Null,184.945,184.95,0.005
16,Saccades,184.95,184.974,0.024
17,Null,184.974,184.977,0.003
18,Saccades,184.977,184.979,0.002
19,Fixation,184.979,185.204,0.225
20,Saccades,185.204,185.23,0.026
21,Fixation,185.23,185.294,0.064
22,Saccades,185.294,185.37,0.076
23,Null,185.37,185.374,0.004
24,Saccades,185.374,185.394,0.02
25,Fixation,185.394,185.582,0.188
26,Saccades,185.582,185.622,0.04
27,Fixation,185.622,185.807,0.185
28,Saccades,185.807,185.862,0.055
29,Null,185.862,185.874,0.012
30,Saccades,185.874,185.882,0.008
31,Fixation,185.882,185.968,0.086
