Segment Info
Segment Name,89
Recording Name,记录002
Subject Name,被试002
Start Time(s),223.3168631
End Time(s),225.8101947

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.058,0.002,0.018,0.00644444444444444
2,Fixation,9,1.85,0.101,0.309,0.205555555555556
3,Saccades,18,0.586,0.001,0.069,0.0325555555555556

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Saccades,223.316,223.385,0.069
2,Null,223.385,223.39,0.005
3,Saccades,223.39,223.406,0.016
4,Null,223.406,223.41,0.004
5,Saccades,223.41,223.411,0.001
6,Fixation,223.411,223.72,0.309
7,Saccades,223.72,223.77,0.05
8,Null,223.77,223.788,0.018
9,Saccades,223.788,223.79,0.002
10,Fixation,223.79,223.958,0.168
11,Saccades,223.958,224.023,0.065
12,Null,224.023,224.033,0.01
13,Saccades,224.033,224.051,0.018
14,Null,224.051,224.053,0.002
15,Saccades,224.053,224.055,0.002
16,Fixation,224.055,224.281,0.226
17,Saccades,224.281,224.32,0.039
18,Fixation,224.32,224.421,0.101
19,Saccades,224.421,224.463,0.042
20,Fixation,224.463,224.671,0.208
21,Saccades,224.671,224.735,0.064
22,Null,224.735,224.741,0.006
23,Saccades,224.741,224.761,0.02
24,Fixation,224.761,224.908,0.147
25,Saccades,224.908,224.975,0.067
26,Null,224.975,224.978,0.003
27,Saccades,224.978,224.996,0.018
28,Fixation,224.996,225.245,0.249
29,Saccades,225.245,225.301,0.056
30,Null,225.301,225.306,0.005
31,Saccades,225.306,225.323,0.017
32,Null,225.323,225.328,0.005
33,Saccades,225.328,225.33,0.002
34,Fixation,225.33,225.623,0.293
35,Saccades,225.623,225.661,0.038
36,Fixation,225.661,225.81,0.149
