Segment Info
Segment Name,143
Recording Name,记录002
Subject Name,被试002
Start Time(s),359.4807674
End Time(s),361.9802557

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,10,0.076,0.001,0.018,0.0076
2,Blink,1,0.098,0.098,0.098,0.098
3,Fixation,9,1.753,0.054,0.465,0.194777777777778
4,Saccades,18,0.573,0.002,0.097,0.0318333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,359.48,359.534,0.054
2,Saccades,359.534,359.539,0.005
3,Null,359.539,359.54,0.001
4,Saccades,359.54,359.562,0.022
5,Null,359.562,359.572,0.01
6,Blink,359.572,359.67,0.098
7,Null,359.67,359.68,0.01
8,Saccades,359.68,359.692,0.012
9,Null,359.692,359.71,0.018
10,Saccades,359.71,359.712,0.002
11,Null,359.712,359.714,0.002
12,Saccades,359.714,359.734,0.02
13,Fixation,359.734,359.857,0.123
14,Saccades,359.857,359.889,0.032
15,Fixation,359.889,360.202,0.313
16,Saccades,360.202,360.244,0.042
17,Fixation,360.244,360.709,0.465
18,Saccades,360.709,360.752,0.043
19,Fixation,360.752,360.857,0.105
20,Saccades,360.857,360.92,0.063
21,Null,360.92,360.927,0.007
22,Saccades,360.927,360.942,0.015
23,Fixation,360.942,361.247,0.305
24,Saccades,361.247,361.307,0.06
25,Null,361.307,361.324,0.017
26,Saccades,361.324,361.327,0.003
27,Fixation,361.327,361.412,0.085
28,Saccades,361.412,361.497,0.085
29,Null,361.497,361.5,0.003
30,Saccades,361.5,361.519,0.019
31,Null,361.519,361.52,0.001
32,Saccades,361.52,361.524,0.004
33,Fixation,361.524,361.74,0.216
34,Saccades,361.74,361.837,0.097
35,Null,361.837,361.844,0.007
36,Saccades,361.844,361.847,0.003
37,Fixation,361.847,361.934,0.087
38,Saccades,361.934,361.98,0.046
