Segment Info
Segment Name,68
Recording Name,记录002
Subject Name,被试002
Start Time(s),170.5987589
End Time(s),173.0874845

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,6,0.091,0.005,0.026,0.0151666666666667
2,Fixation,10,1.823,0.073,0.299,0.1823
3,Saccades,15,0.575,0.002,0.074,0.0383333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,170.598,170.671,0.073
2,Saccades,170.671,170.745,0.074
3,Null,170.745,170.771,0.026
4,Saccades,170.771,170.773,0.002
5,Fixation,170.773,171.068,0.295
6,Saccades,171.068,171.13,0.062
7,Null,171.13,171.141,0.011
8,Saccades,171.141,171.143,0.002
9,Fixation,171.143,171.328,0.185
10,Saccades,171.328,171.385,0.057
11,Fixation,171.385,171.588,0.203
12,Saccades,171.588,171.64,0.052
13,Fixation,171.64,171.72,0.08
14,Saccades,171.72,171.771,0.051
15,Null,171.771,171.791,0.02
16,Saccades,171.791,171.793,0.002
17,Fixation,171.793,171.945,0.152
18,Saccades,171.945,171.99,0.045
19,Fixation,171.99,172.201,0.211
20,Saccades,172.201,172.265,0.064
21,Null,172.265,172.27,0.005
22,Saccades,172.27,172.288,0.018
23,Fixation,172.288,172.485,0.197
24,Saccades,172.485,172.521,0.036
25,Fixation,172.521,172.82,0.299
26,Saccades,172.82,172.88,0.06
27,Null,172.88,172.9,0.02
28,Saccades,172.9,172.903,0.003
29,Fixation,172.903,173.031,0.128
30,Saccades,173.031,173.078,0.047
31,Null,173.078,173.087,0.009
