Segment Info
Segment Name,118
Recording Name,记录001
Subject Name,被试001
Start Time(s),296.1890365
End Time(s),298.6815336

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.057,0.002,0.025,0.0114
2,Fixation,10,1.944,0.002,0.392,0.1944
3,Saccades,14,0.491,0.018,0.059,0.0350714285714286

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,296.189,296.292,0.103
2,Saccades,296.292,296.322,0.03
3,Fixation,296.322,296.45,0.128
4,Saccades,296.45,296.509,0.059
5,Fixation,296.509,296.635,0.126
6,Saccades,296.635,296.677,0.042
7,Fixation,296.677,296.999,0.322
8,Saccades,296.999,297.047,0.048
9,Fixation,297.047,297.377,0.33
10,Saccades,297.377,297.405,0.028
11,Fixation,297.405,297.614,0.209
12,Saccades,297.614,297.665,0.051
13,Fixation,297.665,297.739,0.074
14,Saccades,297.739,297.795,0.056
15,Fixation,297.795,298.187,0.392
16,Saccades,298.187,298.244,0.057
17,Null,298.244,298.269,0.025
18,Saccades,298.269,298.287,0.018
19,Fixation,298.287,298.545,0.258
20,Saccades,298.545,298.565,0.02
21,Null,298.565,298.572,0.007
22,Saccades,298.572,298.594,0.022
23,Null,298.594,298.612,0.018
24,Saccades,298.612,298.632,0.02
25,Null,298.632,298.637,0.005
26,Saccades,298.637,298.657,0.02
27,Null,298.657,298.659,0.002
28,Saccades,298.659,298.679,0.02
29,Fixation,298.679,298.681,0.002
