Segment Info
Segment Name,83
Recording Name,记录002
Subject Name,被试002
Start Time(s),208.6067826
End Time(s),211.1093502

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.132,0.007,0.056,0.033
2,Fixation,9,1.967,0.078,0.379,0.218555555555556
3,Saccades,12,0.404,0.003,0.057,0.0336666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,208.606,208.985,0.379
2,Saccades,208.985,209.025,0.04
3,Fixation,209.025,209.171,0.146
4,Saccades,209.171,209.226,0.055
5,Fixation,209.226,209.465,0.239
6,Saccades,209.465,209.503,0.038
7,Fixation,209.503,209.753,0.25
8,Saccades,209.753,209.801,0.048
9,Fixation,209.801,209.96,0.159
10,Saccades,209.96,209.998,0.038
11,Fixation,209.998,210.166,0.168
12,Saccades,210.166,210.223,0.057
13,Fixation,210.223,210.436,0.213
14,Saccades,210.436,210.475,0.039
15,Fixation,210.475,210.81,0.335
16,Saccades,210.81,210.865,0.055
17,Null,210.865,210.921,0.056
18,Saccades,210.921,210.925,0.004
19,Fixation,210.925,211.003,0.078
20,Saccades,211.003,211.006,0.003
21,Null,211.006,211.051,0.045
22,Saccades,211.051,211.068,0.017
23,Null,211.068,211.075,0.007
24,Saccades,211.075,211.085,0.01
25,Null,211.085,211.109,0.024
