Segment Info
Segment Name,11
Recording Name,记录001
Subject Name,被试002
Start Time(s),25.2418207
End Time(s),27.7458564

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,13,0.108,0.001,0.018,0.00830769230769231
2,Fixation,10,1.9,0.035,0.347,0.19
3,Saccades,23,0.496,0.002,0.122,0.0215652173913043

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Saccades,25.241,25.253,0.012
2,Null,25.253,25.26,0.007
3,Saccades,25.26,25.262,0.002
4,Null,25.262,25.263,0.001
5,Saccades,25.263,25.265,0.002
6,Fixation,25.265,25.528,0.263
7,Saccades,25.528,25.588,0.06
8,Null,25.588,25.597,0.009
9,Saccades,25.597,25.617,0.02
10,Fixation,25.617,25.85,0.233
11,Saccades,25.85,25.91,0.06
12,Null,25.91,25.912,0.002
13,Saccades,25.912,25.937,0.025
14,Fixation,25.937,26.038,0.101
15,Saccades,26.038,26.085,0.047
16,Null,26.085,26.092,0.007
17,Saccades,26.092,26.11,0.018
18,Fixation,26.11,26.377,0.267
19,Saccades,26.377,26.415,0.038
20,Fixation,26.415,26.542,0.127
21,Saccades,26.542,26.558,0.016
22,Null,26.558,26.56,0.002
23,Saccades,26.56,26.682,0.122
24,Fixation,26.682,26.78,0.098
25,Saccades,26.78,26.803,0.023
26,Fixation,26.803,27.045,0.242
27,Saccades,27.045,27.048,0.003
28,Null,27.048,27.065,0.017
29,Saccades,27.065,27.068,0.003
30,Fixation,27.068,27.255,0.187
31,Saccades,27.255,27.257,0.002
32,Null,27.257,27.275,0.018
33,Saccades,27.275,27.277,0.002
34,Null,27.277,27.287,0.01
35,Saccades,27.287,27.295,0.008
36,Fixation,27.295,27.642,0.347
37,Saccades,27.642,27.65,0.008
38,Null,27.65,27.66,0.01
39,Saccades,27.66,27.668,0.008
40,Null,27.668,27.683,0.015
41,Saccades,27.683,27.688,0.005
42,Null,27.688,27.69,0.002
43,Saccades,27.69,27.695,0.005
44,Null,27.695,27.703,0.008
45,Saccades,27.703,27.71,0.007
46,Fixation,27.71,27.745,0.035
