Segment Info
Segment Name,153
Recording Name,记录002
Subject Name,被试002
Start Time(s),384.6533601
End Time(s),387.1549111

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.185,0.005,0.05,0.0205555555555556
2,Fixation,9,1.825,0.083,0.352,0.202777777777778
3,Saccades,18,0.491,0.001,0.068,0.0272777777777778

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,384.653,385.005,0.352
2,Saccades,385.005,385.06,0.055
3,Null,385.06,385.065,0.005
4,Saccades,385.065,385.066,0.001
5,Null,385.066,385.096,0.03
6,Saccades,385.096,385.101,0.005
7,Null,385.101,385.116,0.015
8,Saccades,385.116,385.12,0.004
9,Fixation,385.12,385.203,0.083
10,Saccades,385.203,385.251,0.048
11,Fixation,385.251,385.461,0.21
12,Saccades,385.461,385.51,0.049
13,Null,385.51,385.541,0.031
14,Saccades,385.541,385.548,0.007
15,Fixation,385.548,385.703,0.155
16,Saccades,385.703,385.733,0.03
17,Fixation,385.733,385.985,0.252
18,Saccades,385.985,386.038,0.053
19,Fixation,386.038,386.228,0.19
20,Saccades,386.228,386.273,0.045
21,Null,386.273,386.323,0.05
22,Saccades,386.323,386.326,0.003
23,Null,386.326,386.335,0.009
24,Saccades,386.335,386.34,0.005
25,Null,386.34,386.363,0.023
26,Saccades,386.363,386.431,0.068
27,Null,386.431,386.436,0.005
28,Saccades,386.436,386.45,0.014
29,Fixation,386.45,386.621,0.171
30,Saccades,386.621,386.658,0.037
31,Fixation,386.658,386.84,0.182
32,Saccades,386.84,386.893,0.053
33,Null,386.893,386.91,0.017
34,Saccades,386.91,386.911,0.001
35,Fixation,386.911,387.141,0.23
36,Saccades,387.141,387.154,0.013
