Segment Info
Segment Name,127
Recording Name,记录001
Subject Name,被试002
Start Time(s),316.2397651
End Time(s),318.7259116

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,45,0.657,0.001,0.06,0.0146
2,Fixation,7,1.256,0.038,0.4,0.179428571428571
3,Saccades,51,0.573,0.001,0.15,0.0112352941176471

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,316.239,316.277,0.038
2,Saccades,316.277,316.327,0.05
3,Fixation,316.327,316.465,0.138
4,Saccades,316.465,316.515,0.05
5,Null,316.515,316.522,0.007
6,Saccades,316.522,316.54,0.018
7,Fixation,316.54,316.673,0.133
8,Saccades,316.673,316.712,0.039
9,Fixation,316.712,317.003,0.291
10,Saccades,317.003,317.04,0.037
11,Fixation,317.04,317.213,0.173
12,Saccades,317.213,317.363,0.15
13,Null,317.363,317.365,0.002
14,Saccades,317.365,317.387,0.022
15,Null,317.387,317.398,0.011
16,Saccades,317.398,317.415,0.017
17,Null,317.415,317.417,0.002
18,Saccades,317.417,317.437,0.02
19,Null,317.437,317.453,0.016
20,Saccades,317.453,317.457,0.004
21,Null,317.457,317.472,0.015
22,Saccades,317.472,317.485,0.013
23,Null,317.485,317.487,0.002
24,Saccades,317.487,317.49,0.003
25,Null,317.49,317.513,0.023
26,Saccades,317.513,317.518,0.005
27,Null,317.518,317.523,0.005
28,Saccades,317.523,317.525,0.002
29,Fixation,317.525,317.925,0.4
30,Saccades,317.925,317.928,0.003
31,Null,317.928,317.963,0.035
32,Saccades,317.963,317.967,0.004
33,Null,317.967,317.985,0.018
34,Saccades,317.985,317.992,0.007
35,Null,317.992,318.002,0.01
36,Saccades,318.002,318.005,0.003
37,Null,318.005,318.038,0.033
38,Saccades,318.038,318.04,0.002
39,Null,318.04,318.052,0.012
40,Saccades,318.052,318.057,0.005
41,Null,318.057,318.06,0.003
42,Saccades,318.06,318.067,0.007
43,Null,318.067,318.068,0.001
44,Saccades,318.068,318.07,0.002
45,Fixation,318.07,318.153,0.083
46,Saccades,318.153,318.162,0.009
47,Null,318.162,318.197,0.035
48,Saccades,318.197,318.198,0.001
49,Null,318.198,318.225,0.027
50,Saccades,318.225,318.228,0.003
51,Null,318.228,318.232,0.004
52,Saccades,318.232,318.233,0.001
53,Null,318.233,318.245,0.012
54,Saccades,318.245,318.248,0.003
55,Null,318.248,318.287,0.039
56,Saccades,318.287,318.29,0.003
57,Null,318.29,318.297,0.007
58,Saccades,318.297,318.298,0.001
59,Null,318.298,318.313,0.015
60,Saccades,318.313,318.315,0.002
61,Null,318.315,318.323,0.008
62,Saccades,318.323,318.325,0.002
63,Null,318.325,318.328,0.003
64,Saccades,318.328,318.33,0.002
65,Null,318.33,318.358,0.028
66,Saccades,318.358,318.36,0.002
67,Null,318.36,318.4,0.04
68,Saccades,318.4,318.407,0.007
69,Null,318.407,318.44,0.033
70,Saccades,318.44,318.442,0.002
71,Null,318.442,318.443,0.001
72,Saccades,318.443,318.445,0.002
73,Null,318.445,318.465,0.02
74,Saccades,318.465,318.47,0.005
75,Null,318.47,318.53,0.06
76,Saccades,318.53,318.533,0.003
77,Null,318.533,318.535,0.002
78,Saccades,318.535,318.537,0.002
79,Null,318.537,318.538,0.001
80,Saccades,318.538,318.54,0.002
81,Null,318.54,318.543,0.003
82,Saccades,318.543,318.545,0.002
83,Null,318.545,318.553,0.008
84,Saccades,318.553,318.563,0.01
85,Null,318.563,318.572,0.009
86,Saccades,318.572,318.577,0.005
87,Null,318.577,318.583,0.006
88,Saccades,318.583,318.588,0.005
89,Null,318.588,318.59,0.002
90,Saccades,318.59,318.593,0.003
91,Null,318.593,318.612,0.019
92,Saccades,318.612,318.613,0.001
93,Null,318.613,318.643,0.03
94,Saccades,318.643,318.647,0.004
95,Null,318.647,318.667,0.02
96,Saccades,318.667,318.673,0.006
97,Null,318.673,318.685,0.012
98,Saccades,318.685,318.692,0.007
99,Null,318.692,318.693,0.001
100,Saccades,318.693,318.703,0.01
101,Null,318.703,318.715,0.012
102,Saccades,318.715,318.72,0.005
103,Null,318.72,318.725,0.005
