Segment Info
Segment Name,88
Recording Name,记录002
Subject Name,被试002
Start Time(s),221.18981
End Time(s),223.6841962

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,14,0.276,0.002,0.044,0.0197142857142857
2,Blink,1,0.118,0.118,0.118,0.118
3,Fixation,9,1.671,0.004,0.49,0.185666666666667
4,Saccades,21,0.43,0.001,0.074,0.0204761904761905

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Null,221.189,221.233,0.044
2,Saccades,221.233,221.245,0.012
3,Null,221.245,221.26,0.015
4,Saccades,221.26,221.261,0.001
5,Null,221.261,221.281,0.02
6,Saccades,221.281,221.285,0.004
7,Fixation,221.285,221.443,0.158
8,Saccades,221.443,221.451,0.008
9,Null,221.451,221.471,0.02
10,Saccades,221.471,221.473,0.002
11,Null,221.473,221.501,0.028
12,Saccades,221.501,221.503,0.002
13,Null,221.503,221.511,0.008
14,Saccades,221.511,221.513,0.002
15,Null,221.513,221.551,0.038
16,Saccades,221.551,221.553,0.002
17,Null,221.553,221.581,0.028
18,Saccades,221.581,221.583,0.002
19,Null,221.583,221.606,0.023
20,Saccades,221.606,221.65,0.044
21,Fixation,221.65,222.14,0.49
22,Saccades,222.14,222.198,0.058
23,Fixation,222.198,222.345,0.147
24,Saccades,222.345,222.403,0.058
25,Fixation,222.403,222.568,0.165
26,Saccades,222.568,222.61,0.042
27,Fixation,222.61,222.805,0.195
28,Saccades,222.805,222.816,0.011
29,Null,222.816,222.818,0.002
30,Saccades,222.818,222.823,0.005
31,Null,222.823,222.833,0.01
32,Blink,222.833,222.951,0.118
33,Null,222.951,222.961,0.01
34,Saccades,222.961,223.035,0.074
35,Null,223.035,223.05,0.015
36,Saccades,223.05,223.051,0.001
37,Fixation,223.051,223.193,0.142
38,Saccades,223.193,223.261,0.068
39,Null,223.261,223.276,0.015
40,Saccades,223.276,223.278,0.002
41,Fixation,223.278,223.485,0.207
42,Saccades,223.485,223.513,0.028
43,Fixation,223.513,223.676,0.163
44,Saccades,223.676,223.68,0.004
45,Fixation,223.68,223.684,0.004
