Segment Info
Segment Name,52
Recording Name,记录001
Subject Name,被试002
Start Time(s),128.0830891
End Time(s),130.5697087

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.082,0.002,0.01,0.00911111111111111
2,Blink,3,0.402,0.085,0.212,0.134
3,Fixation,9,1.789,0.076,0.352,0.198777777777778
4,Saccades,12,0.213,0.004,0.06,0.01775

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,128.083,128.417,0.334
2,Saccades,128.417,128.477,0.06
3,Fixation,128.477,128.628,0.151
4,Saccades,128.628,128.68,0.052
5,Fixation,128.68,128.918,0.238
6,Saccades,128.918,128.937,0.019
7,Fixation,128.937,129.128,0.191
8,Saccades,129.128,129.143,0.015
9,Null,129.143,129.153,0.01
10,Blink,129.153,129.258,0.105
11,Null,129.258,129.268,0.01
12,Saccades,129.268,129.272,0.004
13,Null,129.272,129.282,0.01
14,Saccades,129.282,129.288,0.006
15,Null,129.288,129.298,0.01
16,Saccades,129.298,129.318,0.02
17,Null,129.318,129.32,0.002
18,Saccades,129.32,129.333,0.013
19,Fixation,129.333,129.47,0.137
20,Saccades,129.47,129.475,0.005
21,Fixation,129.475,129.633,0.158
22,Saccades,129.633,129.643,0.01
23,Null,129.643,129.653,0.01
24,Blink,129.653,129.865,0.212
25,Null,129.865,129.875,0.01
26,Saccades,129.875,129.88,0.005
27,Fixation,129.88,130.032,0.152
28,Null,130.032,130.042,0.01
29,Blink,130.042,130.127,0.085
30,Null,130.127,130.137,0.01
31,Fixation,130.137,130.213,0.076
32,Saccades,130.213,130.217,0.004
33,Fixation,130.217,130.569,0.352
