Segment Info
Segment Name,194
Recording Name,记录001
Subject Name,被试002
Start Time(s),484.3062901
End Time(s),486.8085759

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,17,0.193,0.001,0.054,0.0113529411764706
2,Blink,2,0.214,0.091,0.123,0.107
3,Fixation,9,1.525,0.104,0.248,0.169444444444444
4,Saccades,24,0.57,0.001,0.073,0.02375

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Saccades,484.306,484.342,0.036
2,Fixation,484.342,484.53,0.188
3,Saccades,484.53,484.603,0.073
4,Null,484.603,484.612,0.009
5,Saccades,484.612,484.613,0.001
6,Fixation,484.613,484.717,0.104
7,Saccades,484.717,484.752,0.035
8,Fixation,484.752,484.875,0.123
9,Saccades,484.875,484.925,0.05
10,Fixation,484.925,485.132,0.207
11,Saccades,485.132,485.142,0.01
12,Null,485.142,485.145,0.003
13,Saccades,485.145,485.147,0.002
14,Null,485.147,485.157,0.01
15,Blink,485.157,485.248,0.091
16,Null,485.248,485.258,0.01
17,Saccades,485.258,485.277,0.019
18,Null,485.277,485.278,0.001
19,Saccades,485.278,485.288,0.01
20,Null,485.288,485.298,0.01
21,Saccades,485.298,485.303,0.005
22,Null,485.303,485.305,0.002
23,Saccades,485.305,485.307,0.002
24,Null,485.307,485.308,0.001
25,Saccades,485.308,485.333,0.025
26,Null,485.333,485.345,0.012
27,Saccades,485.345,485.352,0.007
28,Null,485.352,485.353,0.001
29,Saccades,485.353,485.357,0.004
30,Null,485.357,485.36,0.003
31,Saccades,485.36,485.365,0.005
32,Null,485.365,485.413,0.048
33,Saccades,485.413,485.418,0.005
34,Null,485.418,485.472,0.054
35,Saccades,485.472,485.5,0.028
36,Null,485.5,485.51,0.01
37,Blink,485.51,485.633,0.123
38,Null,485.633,485.643,0.01
39,Saccades,485.643,485.673,0.03
40,Null,485.673,485.675,0.002
41,Saccades,485.675,485.705,0.03
42,Fixation,485.705,485.915,0.21
43,Saccades,485.915,485.97,0.055
44,Fixation,485.97,486.148,0.178
45,Saccades,486.148,486.182,0.034
46,Fixation,486.182,486.298,0.116
47,Saccades,486.298,486.358,0.06
48,Null,486.358,486.365,0.007
49,Saccades,486.365,486.38,0.015
50,Fixation,486.38,486.628,0.248
51,Saccades,486.628,486.657,0.029
52,Fixation,486.657,486.808,0.151
