Segment Info
Segment Name,88
Recording Name,记录001
Subject Name,被试001
Start Time(s),175.1806029
End Time(s),177.181538

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,7,0.073,0.003,0.018,0.0104285714285714
2,Blink,2,0.243,0.12,0.123,0.1215
3,Fixation,7,1.446,0.079,0.305,0.206571428571429
4,Saccades,11,0.239,0.002,0.055,0.0217272727272727

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,175.18,175.289,0.109
2,Saccades,175.289,175.314,0.025
3,Fixation,175.314,175.61,0.296
4,Saccades,175.61,175.632,0.022
5,Null,175.632,175.642,0.01
6,Blink,175.642,175.765,0.123
7,Null,175.765,175.775,0.01
8,Saccades,175.775,175.8,0.025
9,Null,175.8,175.812,0.012
10,Saccades,175.812,175.815,0.003
11,Fixation,175.815,176.12,0.305
12,Saccades,176.12,176.175,0.055
13,Fixation,176.175,176.315,0.14
14,Saccades,176.315,176.322,0.007
15,Null,176.322,176.325,0.003
16,Saccades,176.325,176.33,0.005
17,Null,176.33,176.34,0.01
18,Blink,176.34,176.46,0.12
19,Null,176.46,176.47,0.01
20,Saccades,176.47,176.472,0.002
21,Null,176.472,176.49,0.018
22,Saccades,176.49,176.492,0.002
23,Fixation,176.492,176.767,0.275
24,Saccades,176.767,176.817,0.05
25,Fixation,176.817,177.059,0.242
26,Saccades,177.059,177.102,0.043
27,Fixation,177.102,177.181,0.079
