Segment Info
Segment Name,99
Recording Name,记录001
Subject Name,被试001
Start Time(s),248.5485261
End Time(s),251.0338099

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,8,0.104,0.005,0.039,0.013
2,Blink,3,0.536,0.153,0.205,0.178666666666667
3,Fixation,7,1.543,0.117,0.363,0.220428571428571
4,Saccades,12,0.302,0.001,0.06,0.0251666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,248.548,248.665,0.117
2,Saccades,248.665,248.682,0.017
3,Null,248.682,248.692,0.01
4,Blink,248.692,248.87,0.178
5,Null,248.87,248.884,0.014
6,Saccades,248.884,248.899,0.015
7,Null,248.899,248.905,0.006
8,Saccades,248.905,248.942,0.037
9,Fixation,248.942,249.087,0.145
10,Saccades,249.087,249.13,0.043
11,Fixation,249.13,249.41,0.28
12,Saccades,249.41,249.47,0.06
13,Null,249.47,249.475,0.005
14,Saccades,249.475,249.479,0.004
15,Fixation,249.479,249.774,0.295
16,Saccades,249.774,249.802,0.028
17,Fixation,249.802,250.017,0.215
18,Saccades,250.017,250.07,0.053
19,Null,250.07,250.109,0.039
20,Saccades,250.109,250.11,0.001
21,Null,250.11,250.12,0.01
22,Blink,250.12,250.325,0.205
23,Null,250.325,250.335,0.01
24,Saccades,250.335,250.347,0.012
25,Fixation,250.347,250.71,0.363
26,Saccades,250.71,250.739,0.029
27,Fixation,250.739,250.867,0.128
28,Saccades,250.867,250.87,0.003
29,Null,250.87,250.88,0.01
30,Blink,250.88,251.033,0.153
