Segment Info
Segment Name,143
Recording Name,记录002
Subject Name,被试002
Start Time(s),359.4522476
End Time(s),361.9513039

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,6,0.076,0.001,0.053,0.0126666666666667
2,Fixation,10,2.081,0.001,0.583,0.2081
3,Saccades,15,0.342,0.002,0.064,0.0228

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,359.452,359.74,0.288
2,Saccades,359.74,359.779,0.039
3,Fixation,359.779,359.992,0.213
4,Saccades,359.992,360.029,0.037
5,Fixation,360.029,360.42,0.391
6,Saccades,360.42,360.472,0.052
7,Fixation,360.472,361.055,0.583
8,Saccades,361.055,361.109,0.054
9,Fixation,361.109,361.24,0.131
10,Saccades,361.24,361.304,0.064
11,Fixation,361.304,361.454,0.15
12,Saccades,361.454,361.484,0.03
13,Null,361.484,361.485,0.001
14,Saccades,361.485,361.5,0.015
15,Null,361.5,361.505,0.005
16,Saccades,361.505,361.509,0.004
17,Fixation,361.509,361.59,0.081
18,Saccades,361.59,361.595,0.005
19,Null,361.595,361.597,0.002
20,Saccades,361.597,361.615,0.018
21,Null,361.615,361.62,0.005
22,Saccades,361.62,361.622,0.002
23,Fixation,361.622,361.8,0.178
24,Saccades,361.8,361.812,0.012
25,Fixation,361.812,361.877,0.065
26,Saccades,361.877,361.879,0.002
27,Null,361.879,361.932,0.053
28,Saccades,361.932,361.934,0.002
29,Null,361.934,361.944,0.01
30,Saccades,361.944,361.95,0.006
31,Fixation,361.95,361.951,0.001
