Segment Info
Segment Name,261
Recording Name,记录002
Subject Name,被试002
Start Time(s),656.1809196
End Time(s),658.6787893

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.122,0.002,0.032,0.0135555555555556
2,Fixation,10,2.005,0.077,0.461,0.2005
3,Saccades,18,0.371,0.002,0.074,0.0206111111111111

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,656.18,656.54,0.36
2,Saccades,656.54,656.597,0.057
3,Null,656.597,656.6,0.003
4,Saccades,656.6,656.602,0.002
5,Null,656.602,656.614,0.012
6,Saccades,656.614,656.635,0.021
7,Fixation,656.635,656.84,0.205
8,Saccades,656.84,656.862,0.022
9,Null,656.862,656.88,0.018
10,Saccades,656.88,656.884,0.004
11,Null,656.884,656.887,0.003
12,Saccades,656.887,656.892,0.005
13,Null,656.892,656.894,0.002
14,Saccades,656.894,656.897,0.003
15,Null,656.897,656.929,0.032
16,Saccades,656.929,656.935,0.006
17,Null,656.935,656.95,0.015
18,Saccades,656.95,656.955,0.005
19,Fixation,656.955,657.032,0.077
20,Saccades,657.032,657.042,0.01
21,Fixation,657.042,657.122,0.08
22,Saccades,657.122,657.124,0.002
23,Null,657.124,657.152,0.028
24,Saccades,657.152,657.165,0.013
25,Null,657.165,657.174,0.009
26,Saccades,657.174,657.177,0.003
27,Fixation,657.177,657.32,0.143
28,Saccades,657.32,657.394,0.074
29,Fixation,657.394,657.632,0.238
30,Saccades,657.632,657.669,0.037
31,Fixation,657.669,658.13,0.461
32,Saccades,658.13,658.169,0.039
33,Fixation,658.169,658.257,0.088
34,Saccades,658.257,658.305,0.048
35,Fixation,658.305,658.469,0.164
36,Saccades,658.469,658.489,0.02
37,Fixation,658.489,658.678,0.189
