Segment Info
Segment Name,168
Recording Name,记录001
Subject Name,被试002
Start Time(s),419.1274601
End Time(s),421.6209887

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,12,0.21,0.002,0.055,0.0175
2,Fixation,9,1.874,0.006,0.766,0.208222222222222
3,Saccades,20,0.409,0.001,0.137,0.02045

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,419.127,419.133,0.006
2,Saccades,419.133,419.17,0.037
3,Fixation,419.17,419.47,0.3
4,Saccades,419.47,419.51,0.04
5,Null,419.51,419.563,0.053
6,Saccades,419.563,419.567,0.004
7,Null,419.567,419.587,0.02
8,Saccades,419.587,419.597,0.01
9,Fixation,419.597,419.813,0.216
10,Saccades,419.813,419.95,0.137
11,Fixation,419.95,420.053,0.103
12,Saccades,420.053,420.055,0.002
13,Null,420.055,420.058,0.003
14,Saccades,420.058,420.063,0.005
15,Null,420.063,420.065,0.002
16,Saccades,420.065,420.068,0.003
17,Null,420.068,420.075,0.007
18,Saccades,420.075,420.083,0.008
19,Fixation,420.083,420.217,0.134
20,Saccades,420.217,420.218,0.001
21,Null,420.218,420.273,0.055
22,Saccades,420.273,420.292,0.019
23,Null,420.292,420.297,0.005
24,Saccades,420.297,420.332,0.035
25,Null,420.332,420.363,0.031
26,Saccades,420.363,420.367,0.004
27,Fixation,420.367,421.133,0.766
28,Saccades,421.133,421.137,0.004
29,Null,421.137,421.155,0.018
30,Saccades,421.155,421.157,0.002
31,Null,421.157,421.165,0.008
32,Saccades,421.165,421.208,0.043
33,Null,421.208,421.212,0.004
34,Saccades,421.212,421.225,0.013
35,Fixation,421.225,421.302,0.077
36,Saccades,421.302,421.303,0.001
37,Null,421.303,421.307,0.004
38,Saccades,421.307,421.308,0.001
39,Fixation,421.308,421.488,0.18
40,Saccades,421.488,421.528,0.04
41,Fixation,421.528,421.62,0.092
