Segment Info
Segment Name,315
Recording Name,记录002
Subject Name,被试002
Start Time(s),792.029683
End Time(s),794.5270882

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.03,0.005,0.015,0.01
2,Fixation,10,1.969,0.043,0.383,0.1969
3,Saccades,12,0.499,0.004,0.074,0.0415833333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,792.029,792.142,0.113
2,Saccades,792.142,792.175,0.033
3,Fixation,792.175,792.285,0.11
4,Saccades,792.285,792.354,0.069
5,Null,792.354,792.359,0.005
6,Saccades,792.359,792.379,0.02
7,Fixation,792.379,792.58,0.201
8,Saccades,792.58,792.63,0.05
9,Fixation,792.63,792.845,0.215
10,Saccades,792.845,792.919,0.074
11,Null,792.919,792.929,0.01
12,Saccades,792.929,792.937,0.008
13,Fixation,792.937,793.32,0.383
14,Saccades,793.32,793.347,0.027
15,Fixation,793.347,793.709,0.362
16,Saccades,793.709,793.744,0.035
17,Fixation,793.744,794.045,0.301
18,Saccades,794.045,794.104,0.059
19,Fixation,794.104,794.247,0.143
20,Saccades,794.247,794.305,0.058
21,Null,794.305,794.32,0.015
22,Saccades,794.32,794.324,0.004
23,Fixation,794.324,794.422,0.098
24,Saccades,794.422,794.484,0.062
25,Fixation,794.484,794.527,0.043
