Segment Info
Segment Name,155
Recording Name,记录001
Subject Name,被试001
Start Time(s),389.4900284
End Time(s),391.9807523

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,14,0.152,0.001,0.036,0.0108571428571429
2,Blink,3,0.449,0.096,0.192,0.149666666666667
3,Fixation,10,1.53,0.003,0.32,0.153
4,Saccades,20,0.359,0.002,0.072,0.01795

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,389.49,389.519,0.029
2,Saccades,389.519,389.547,0.028
3,Fixation,389.547,389.679,0.132
4,Saccades,389.679,389.707,0.028
5,Fixation,389.707,389.907,0.2
6,Saccades,389.907,389.929,0.022
7,Null,389.929,389.939,0.01
8,Blink,389.939,390.035,0.096
9,Null,390.035,390.045,0.01
10,Saccades,390.045,390.064,0.019
11,Null,390.064,390.1,0.036
12,Saccades,390.1,390.107,0.007
13,Null,390.107,390.14,0.033
14,Saccades,390.14,390.144,0.004
15,Null,390.144,390.154,0.01
16,Blink,390.154,390.315,0.161
17,Null,390.315,390.325,0.01
18,Saccades,390.325,390.334,0.009
19,Null,390.334,390.335,0.001
20,Saccades,390.335,390.354,0.019
21,Fixation,390.354,390.537,0.183
22,Saccades,390.537,390.589,0.052
23,Fixation,390.589,390.909,0.32
24,Saccades,390.909,390.95,0.041
25,Fixation,390.95,391.099,0.149
26,Saccades,391.099,391.105,0.006
27,Fixation,391.105,391.324,0.219
28,Saccades,391.324,391.337,0.013
29,Null,391.337,391.339,0.002
30,Saccades,391.339,391.345,0.006
31,Null,391.345,391.355,0.01
32,Blink,391.355,391.547,0.192
33,Null,391.547,391.557,0.01
34,Saccades,391.557,391.559,0.002
35,Null,391.559,391.564,0.005
36,Saccades,391.564,391.569,0.005
37,Null,391.569,391.572,0.003
38,Saccades,391.572,391.575,0.003
39,Null,391.575,391.579,0.004
40,Saccades,391.579,391.592,0.013
41,Null,391.592,391.6,0.008
42,Saccades,391.6,391.607,0.007
43,Fixation,391.607,391.715,0.108
44,Saccades,391.715,391.787,0.072
45,Fixation,391.787,391.974,0.187
46,Saccades,391.974,391.977,0.003
47,Fixation,391.977,391.98,0.003
