Segment Info
Segment Name,15
Recording Name,记录002
Subject Name,被试002
Start Time(s),37.5856788
End Time(s),40.074478

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,7,0.097,0.005,0.028,0.0138571428571429
2,Fixation,9,1.921,0.067,0.315,0.213444444444444
3,Saccades,15,0.471,0.001,0.065,0.0314

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,37.585,37.883,0.298
2,Saccades,37.883,37.921,0.038
3,Null,37.921,37.945,0.024
4,Saccades,37.945,38.008,0.063
5,Null,38.008,38.016,0.008
6,Saccades,38.016,38.028,0.012
7,Null,38.028,38.043,0.015
8,Saccades,38.043,38.048,0.005
9,Fixation,38.048,38.191,0.143
10,Saccades,38.191,38.236,0.045
11,Fixation,38.236,38.52,0.284
12,Saccades,38.52,38.585,0.065
13,Null,38.585,38.59,0.005
14,Saccades,38.59,38.608,0.018
15,Fixation,38.608,38.905,0.297
16,Saccades,38.905,38.963,0.058
17,Null,38.963,38.97,0.007
18,Saccades,38.97,38.971,0.001
19,Fixation,38.971,39.038,0.067
20,Saccades,39.038,39.088,0.05
21,Null,39.088,39.116,0.028
22,Saccades,39.116,39.121,0.005
23,Fixation,39.121,39.356,0.235
24,Saccades,39.356,39.365,0.009
25,Fixation,39.365,39.573,0.208
26,Saccades,39.573,39.62,0.047
27,Fixation,39.62,39.935,0.315
28,Saccades,39.935,39.988,0.053
29,Null,39.988,39.998,0.01
30,Saccades,39.998,40,0.002
31,Fixation,40,40.074,0.074
