Segment Info
Segment Name,152
Recording Name,记录001
Subject Name,被试001
Start Time(s),381.5391006
End Time(s),384.0383027

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.115,0.004,0.038,0.0127777777777778
2,Blink,2,0.244,0.09,0.154,0.122
3,Fixation,8,1.813,0.086,0.39,0.226625
4,Saccades,14,0.327,0.001,0.06,0.0233571428571429

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,381.539,381.625,0.086
2,Saccades,381.625,381.639,0.014
3,Null,381.639,381.65,0.011
4,Saccades,381.65,381.667,0.017
5,Null,381.667,381.677,0.01
6,Blink,381.677,381.767,0.09
7,Null,381.767,381.777,0.01
8,Saccades,381.777,381.787,0.01
9,Null,381.787,381.795,0.008
10,Saccades,381.795,381.805,0.01
11,Null,381.805,381.809,0.004
12,Saccades,381.809,381.81,0.001
13,Fixation,381.81,382.07,0.26
14,Saccades,382.07,382.114,0.044
15,Fixation,382.114,382.429,0.315
16,Saccades,382.429,382.45,0.021
17,Null,382.45,382.464,0.014
18,Saccades,382.464,382.47,0.006
19,Null,382.47,382.48,0.01
20,Blink,382.48,382.634,0.154
21,Null,382.634,382.644,0.01
22,Saccades,382.644,382.667,0.023
23,Null,382.667,382.705,0.038
24,Saccades,382.705,382.71,0.005
25,Fixation,382.71,382.84,0.13
26,Saccades,382.84,382.862,0.022
27,Fixation,382.862,383.065,0.203
28,Saccades,383.065,383.117,0.052
29,Fixation,383.117,383.507,0.39
30,Saccades,383.507,383.549,0.042
31,Fixation,383.549,383.83,0.281
32,Saccades,383.83,383.89,0.06
33,Fixation,383.89,384.038,0.148
