Segment Info
Segment Name,19
Recording Name,记录001
Subject Name,被试002
Start Time(s),45.3158077
End Time(s),47.8102947

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,21,0.249,0.001,0.053,0.0118571428571429
2,Blink,1,0.118,0.118,0.118,0.118
3,Fixation,9,1.783,0.081,0.338,0.198111111111111
4,Saccades,28,0.345,0.001,0.07,0.0123214285714286

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,45.315,45.653,0.338
2,Saccades,45.653,45.703,0.05
3,Null,45.703,45.72,0.017
4,Saccades,45.72,45.742,0.022
5,Fixation,45.742,45.833,0.091
6,Saccades,45.833,45.903,0.07
7,Null,45.903,45.915,0.012
8,Saccades,45.915,45.93,0.015
9,Fixation,45.93,46.042,0.112
10,Saccades,46.042,46.047,0.005
11,Null,46.047,46.058,0.011
12,Saccades,46.058,46.067,0.009
13,Fixation,46.067,46.148,0.081
14,Saccades,46.148,46.177,0.029
15,Fixation,46.177,46.398,0.221
16,Saccades,46.398,46.4,0.002
17,Null,46.4,46.432,0.032
18,Saccades,46.432,46.433,0.001
19,Fixation,46.433,46.655,0.222
20,Saccades,46.655,46.678,0.023
21,Fixation,46.678,46.785,0.107
22,Saccades,46.785,46.8,0.015
23,Null,46.8,46.81,0.01
24,Blink,46.81,46.928,0.118
25,Null,46.928,46.938,0.01
26,Saccades,46.938,46.94,0.002
27,Null,46.94,46.943,0.003
28,Saccades,46.943,46.955,0.012
29,Null,46.955,46.957,0.002
30,Saccades,46.957,46.958,0.001
31,Null,46.958,46.96,0.002
32,Saccades,46.96,46.97,0.01
33,Null,46.97,46.972,0.002
34,Saccades,46.972,46.973,0.001
35,Null,46.973,46.975,0.002
36,Saccades,46.975,46.977,0.002
37,Null,46.977,46.978,0.001
38,Saccades,46.978,46.982,0.004
39,Null,46.982,47.008,0.026
40,Saccades,47.008,47.013,0.005
41,Null,47.013,47.028,0.015
42,Saccades,47.028,47.035,0.007
43,Null,47.035,47.042,0.007
44,Saccades,47.042,47.045,0.003
45,Null,47.045,47.053,0.008
46,Saccades,47.053,47.055,0.002
47,Null,47.055,47.082,0.027
48,Saccades,47.082,47.097,0.015
49,Fixation,47.097,47.405,0.308
50,Saccades,47.405,47.43,0.025
51,Null,47.43,47.432,0.002
52,Saccades,47.432,47.437,0.005
53,Null,47.437,47.49,0.053
54,Saccades,47.49,47.493,0.003
55,Null,47.493,47.495,0.002
56,Saccades,47.495,47.498,0.003
57,Null,47.498,47.503,0.005
58,Saccades,47.503,47.507,0.004
59,Fixation,47.507,47.81,0.303
