Segment Info
Segment Name,68
Recording Name,记录002
Subject Name,被试002
Start Time(s),170.9262385
End Time(s),173.4201031

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,15,0.173,0.001,0.025,0.0115333333333333
2,Fixation,6,2.039,0.168,0.534,0.339833333333333
3,Saccades,20,0.282,0.001,0.063,0.0141

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,170.926,171.215,0.289
2,Saccades,171.215,171.262,0.047
3,Null,171.262,171.264,0.002
4,Saccades,171.264,171.265,0.001
5,Fixation,171.265,171.799,0.534
6,Saccades,171.799,171.804,0.005
7,Null,171.804,171.81,0.006
8,Saccades,171.81,171.814,0.004
9,Fixation,171.814,172.189,0.375
10,Saccades,172.189,172.242,0.053
11,Fixation,172.242,172.607,0.365
12,Saccades,172.607,172.67,0.063
13,Null,172.67,172.682,0.012
14,Saccades,172.682,172.689,0.007
15,Null,172.689,172.712,0.023
16,Saccades,172.712,172.714,0.002
17,Null,172.714,172.722,0.008
18,Saccades,172.722,172.727,0.005
19,Null,172.727,172.737,0.01
20,Saccades,172.737,172.739,0.002
21,Null,172.739,172.74,0.001
22,Saccades,172.74,172.742,0.002
23,Null,172.742,172.757,0.015
24,Saccades,172.757,172.769,0.012
25,Null,172.769,172.779,0.01
26,Saccades,172.779,172.78,0.001
27,Null,172.78,172.804,0.024
28,Saccades,172.804,172.814,0.01
29,Null,172.814,172.819,0.005
30,Saccades,172.819,172.824,0.005
31,Null,172.824,172.83,0.006
32,Saccades,172.83,172.832,0.002
33,Null,172.832,172.85,0.018
34,Saccades,172.85,172.852,0.002
35,Null,172.852,172.86,0.008
36,Saccades,172.86,172.867,0.007
37,Null,172.867,172.892,0.025
38,Saccades,172.892,172.897,0.005
39,Fixation,172.897,173.065,0.168
40,Saccades,173.065,173.112,0.047
41,Fixation,173.112,173.42,0.308
