Segment Info
Segment Name,18
Recording Name,记录001
Subject Name,被试001
Start Time(s),36.8779213
End Time(s),40.0377196

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,8,0.136,0.005,0.07,0.017
2,Blink,2,0.263,0.13,0.133,0.1315
3,Fixation,10,2.313,0.048,0.458,0.2313
4,Saccades,15,0.448,0.001,0.075,0.0298666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,36.877,36.925,0.048
2,Saccades,36.925,36.982,0.057
3,Fixation,36.982,37.247,0.265
4,Saccades,37.247,37.275,0.028
5,Null,37.275,37.345,0.07
6,Blink,37.345,37.478,0.133
7,Null,37.478,37.488,0.01
8,Saccades,37.488,37.497,0.009
9,Null,37.497,37.502,0.005
10,Saccades,37.502,37.507,0.005
11,Null,37.507,37.518,0.011
12,Saccades,37.518,37.525,0.007
13,Fixation,37.525,37.758,0.233
14,Saccades,37.758,37.812,0.054
15,Fixation,37.812,37.892,0.08
16,Saccades,37.892,37.938,0.046
17,Fixation,37.938,38.297,0.359
18,Saccades,38.297,38.372,0.075
19,Fixation,38.372,38.83,0.458
20,Saccades,38.83,38.86,0.03
21,Fixation,38.86,39.117,0.257
22,Saccades,39.117,39.172,0.055
23,Fixation,39.172,39.34,0.168
24,Saccades,39.34,39.387,0.047
25,Fixation,39.387,39.473,0.086
26,Saccades,39.473,39.485,0.012
27,Null,39.485,39.495,0.01
28,Blink,39.495,39.625,0.13
29,Null,39.625,39.635,0.01
30,Saccades,39.635,39.648,0.013
31,Null,39.648,39.653,0.005
32,Saccades,39.653,39.662,0.009
33,Null,39.662,39.677,0.015
34,Saccades,39.677,39.678,0.001
35,Fixation,39.678,40.037,0.359
