Segment Info
Segment Name,175
Recording Name,记录001
Subject Name,被试002
Start Time(s),436.6588209
End Time(s),439.1475788

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.062,0.003,0.025,0.0155
2,Fixation,13,1.793,0.017,0.225,0.137923076923077
3,Saccades,16,0.634,0.001,0.105,0.039625

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,436.658,436.715,0.057
2,Saccades,436.715,436.787,0.072
3,Null,436.787,436.812,0.025
4,Saccades,436.812,436.813,0.001
5,Fixation,436.813,436.93,0.117
6,Saccades,436.93,436.978,0.048
7,Null,436.978,436.993,0.015
8,Saccades,436.993,436.998,0.005
9,Fixation,436.998,437.127,0.129
10,Saccades,437.127,437.163,0.036
11,Fixation,437.163,437.332,0.169
12,Saccades,437.332,437.383,0.051
13,Fixation,437.383,437.542,0.159
14,Saccades,437.542,437.587,0.045
15,Fixation,437.587,437.75,0.163
16,Saccades,437.75,437.855,0.105
17,Null,437.855,437.858,0.003
18,Saccades,437.858,437.86,0.002
19,Fixation,437.86,438.06,0.2
20,Saccades,438.06,438.095,0.035
21,Fixation,438.095,438.252,0.157
22,Saccades,438.252,438.293,0.041
23,Fixation,438.293,438.422,0.129
24,Saccades,438.422,438.462,0.04
25,Fixation,438.462,438.588,0.126
26,Saccades,438.588,438.637,0.049
27,Fixation,438.637,438.782,0.145
28,Saccades,438.782,438.833,0.051
29,Null,438.833,438.852,0.019
30,Saccades,438.852,438.853,0.001
31,Fixation,438.853,439.078,0.225
32,Saccades,439.078,439.13,0.052
33,Fixation,439.13,439.147,0.017
