Segment Info
Segment Name,140
Recording Name,记录001
Subject Name,被试001
Start Time(s),351.4336307
End Time(s),353.9263547

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.116,0.002,0.054,0.0128888888888889
2,Blink,2,0.269,0.134,0.135,0.1345
3,Fixation,9,1.797,0.112,0.413,0.199666666666667
4,Saccades,15,0.311,0.003,0.055,0.0207333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,351.433,351.565,0.132
2,Saccades,351.565,351.597,0.032
3,Fixation,351.597,351.709,0.112
4,Saccades,351.709,351.754,0.045
5,Fixation,351.754,351.877,0.123
6,Saccades,351.877,351.904,0.027
7,Fixation,351.904,352.04,0.136
8,Saccades,352.04,352.059,0.019
9,Fixation,352.059,352.33,0.271
10,Saccades,352.33,352.364,0.034
11,Fixation,352.364,352.53,0.166
12,Saccades,352.53,352.585,0.055
13,Null,352.585,352.587,0.002
14,Saccades,352.587,352.592,0.005
15,Null,352.592,352.599,0.007
16,Saccades,352.599,352.605,0.006
17,Null,352.605,352.659,0.054
18,Saccades,352.659,352.665,0.006
19,Null,352.665,352.675,0.01
20,Blink,352.675,352.81,0.135
21,Null,352.81,352.82,0.01
22,Saccades,352.82,352.832,0.012
23,Null,352.832,352.84,0.008
24,Saccades,352.84,352.847,0.007
25,Fixation,352.847,353.065,0.218
26,Saccades,353.065,353.107,0.042
27,Fixation,353.107,353.52,0.413
28,Saccades,353.52,353.535,0.015
29,Null,353.535,353.545,0.01
30,Blink,353.545,353.679,0.134
31,Null,353.679,353.689,0.01
32,Saccades,353.689,353.692,0.003
33,Null,353.692,353.697,0.005
34,Saccades,353.697,353.7,0.003
35,Fixation,353.7,353.926,0.226
