Segment Info
Segment Name,171
Recording Name,记录001
Subject Name,被试001
Start Time(s),429.7248165
End Time(s),432.2118255

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.124,0.002,0.04,0.0137777777777778
2,Blink,3,0.409,0.116,0.148,0.136333333333333
3,Fixation,6,1.755,0.031,0.418,0.2925
4,Saccades,12,0.199,0.002,0.052,0.0165833333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Blink,429.724,429.84,0.116
2,Null,429.84,429.85,0.01
3,Saccades,429.85,429.852,0.002
4,Null,429.852,429.854,0.002
5,Saccades,429.854,429.865,0.011
6,Null,429.865,429.867,0.002
7,Saccades,429.867,429.869,0.002
8,Fixation,429.869,430.287,0.418
9,Saccades,430.287,430.334,0.047
10,Null,430.334,430.374,0.04
11,Saccades,430.374,430.377,0.003
12,Null,430.377,430.394,0.017
13,Saccades,430.394,430.397,0.003
14,Fixation,430.397,430.717,0.32
15,Saccades,430.717,430.769,0.052
16,Fixation,430.769,431.165,0.396
17,Saccades,431.165,431.19,0.025
18,Null,431.19,431.2,0.01
19,Blink,431.2,431.345,0.145
20,Null,431.345,431.359,0.014
21,Saccades,431.359,431.362,0.003
22,Fixation,431.362,431.665,0.303
23,Saccades,431.665,431.675,0.01
24,Null,431.675,431.694,0.019
25,Blink,431.694,431.842,0.148
26,Null,431.842,431.852,0.01
27,Saccades,431.852,431.865,0.013
28,Fixation,431.865,432.152,0.287
29,Saccades,432.152,432.18,0.028
30,Fixation,432.18,432.211,0.031
