Segment Info
Segment Name,64
Recording Name,记录001
Subject Name,被试001
Start Time(s),160.6811075
End Time(s),163.1812737

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,7,0.043,0.001,0.012,0.00614285714285714
2,Blink,2,0.254,0.111,0.143,0.127
3,Fixation,8,1.815,0.034,0.455,0.226875
4,Saccades,12,0.388,0.002,0.068,0.0323333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,160.681,160.715,0.034
2,Saccades,160.715,160.783,0.068
3,Fixation,160.783,161.195,0.412
4,Saccades,161.195,161.233,0.038
5,Fixation,161.233,161.296,0.063
6,Saccades,161.296,161.341,0.045
7,Fixation,161.341,161.596,0.255
8,Saccades,161.596,161.65,0.054
9,Fixation,161.65,162.105,0.455
10,Saccades,162.105,162.153,0.048
11,Fixation,162.153,162.338,0.185
12,Saccades,162.338,162.35,0.012
13,Null,162.35,162.36,0.01
14,Blink,162.36,162.471,0.111
15,Null,162.471,162.483,0.012
16,Saccades,162.483,162.506,0.023
17,Null,162.506,162.508,0.002
18,Saccades,162.508,162.523,0.015
19,Null,162.523,162.526,0.003
20,Saccades,162.526,162.54,0.014
21,Fixation,162.54,162.696,0.156
22,Saccades,162.696,162.748,0.052
23,Fixation,162.748,163.003,0.255
24,Saccades,163.003,163.02,0.017
25,Null,163.02,163.021,0.001
26,Saccades,163.021,163.023,0.002
27,Null,163.023,163.033,0.01
28,Blink,163.033,163.176,0.143
29,Null,163.176,163.181,0.005
