Segment Info
Segment Name,8
Recording Name,记录002
Subject Name,被试002
Start Time(s),20.1212808
End Time(s),22.622107

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.018,0.007,0.011,0.009
2,Fixation,11,2.023,0.032,0.273,0.183909090909091
3,Saccades,12,0.46,0.011,0.07,0.0383333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,20.121,20.153,0.032
2,Saccades,20.153,20.21,0.057
3,Null,20.21,20.221,0.011
4,Saccades,20.221,20.248,0.027
5,Fixation,20.248,20.408,0.16
6,Saccades,20.408,20.455,0.047
7,Fixation,20.455,20.625,0.17
8,Saccades,20.625,20.683,0.058
9,Null,20.683,20.69,0.007
10,Saccades,20.69,20.701,0.011
11,Fixation,20.701,20.881,0.18
12,Saccades,20.881,20.906,0.025
13,Fixation,20.906,21.09,0.184
14,Saccades,21.09,21.125,0.035
15,Fixation,21.125,21.33,0.205
16,Saccades,21.33,21.348,0.018
17,Fixation,21.348,21.621,0.273
18,Saccades,21.621,21.691,0.07
19,Fixation,21.691,21.941,0.25
20,Saccades,21.941,21.965,0.024
21,Fixation,21.965,22.215,0.25
22,Saccades,22.215,22.28,0.065
23,Fixation,22.28,22.52,0.24
24,Saccades,22.52,22.543,0.023
25,Fixation,22.543,22.622,0.079
